word,score_guess_list,score_candidate_list
conte,4.010696430990318,4.110236680422084
trial,3.8177794712562183,4.11022444623176
suety,3.9466601515105495,4.109853877331846
caser,4.035622002920228,4.108974151605745
sidey,4.046219118268492,4.108558900348379
chare,3.707920706076747,4.1083857584491845
porae,4.202956718529147,4.107272684844069
urase,3.765284219287301,4.107008964888669
spier,3.8857138360773895,4.1065678445208365
laity,3.970784645830088,4.106365107390993
plier,3.9069428720305135,4.106304335692483
chase,3.6639196918240264,4.106058288137371
crest,3.6485006786331327,4.10473549382737
slope,3.84730296686322,4.104362886043747
alien,3.911130765730166,4.104326171694863
rouse,3.961266269372225,4.104153523250012
spire,3.826543528176006,4.103814194138284
score,3.8013910256963976,4.103030224683972
clint,3.6104826628488973,4.102307539184647
sired,4.207427218272543,4.1022303466341725
silty,3.996481402441055,4.101972071986159
soger,4.029332362802964,4.101794291140898
blate,3.819921653081408,4.101413233641519
price,3.7277414264902564,4.101171698217939
haole,3.945333193680928,4.100693861972665
coset,3.990621230027429,4.100649282017365
roule,3.9859466002660042,4.100547110720832
noire,4.025579540554075,4.100432425908642
irone,3.7893912812867616,4.099928784363817
cosey,4.035741308810358,4.099459983190804
moire,4.055844115425233,4.098156798906212
noise,3.9815785263013543,4.0981049555968285
seamy,3.9409071705192056,4.097883517215191
spile,3.8072228448170646,4.097880311297288
brast,3.6701109078990677,4.097777694620049
sture,3.7723662501146573,4.097285291803588
parte,4.144711469728273,4.097194941684879
spine,3.8000722028481246,4.096265390303016
boart,3.8773705422089684,4.096101994613804
scone,3.7749197003685158,4.095481420848705
corny,3.9243946125635887,4.094367891053259
boast,3.8333695279562483,4.09377452430199
grone,3.7659941985319714,4.093669726479167
curet,3.938851970548927,4.092735533244151
soled,4.208469565617184,4.0926299234075305
brant,3.6876405968239063,4.092556361096596
faire,3.8854378602636244,4.09225707987183
moile,4.036523432066292,4.092222916065217
later,4.050111255411107,4.091505176255531
spore,3.826307559979491,4.091408310987948
plore,3.847536595932614,4.0911448021595955
paint,3.9068971625961906,4.091085248126725
cluey,3.7622450253806585,4.0909816675589505
saber,4.03820238165318,4.09094845175923
serin,4.065115148106274,4.09094287103413
sonde,4.085065744219876,4.090622363175596
sider,4.023871453686095,4.089951646711347
setal,3.9752752829302302,4.089364328176186
react,3.7577423185599743,4.089066764456066
praty,3.838683043171004,4.089002125482931
hoise,3.898660472291399,4.088584735600211
sabre,3.9790320737517972,4.088194801376677
soyle,3.9589418780058208,4.087763892128137
shule,3.7357631742695068,4.087444717700592
glare,3.759137002832521,4.087282435404934
drant,3.7163562678393687,4.086445713662421
tried,3.954404257853372,4.086357992906103
slaid,3.8924008431514467,4.085794770447453
liart,3.8484219374897135,4.085548466528694
peart,3.9007466349879882,4.084986226929148
grace,3.6391058651936476,4.084903448312943
faine,3.8589665349357434,4.0847082760365625
frate,3.7456323367276267,4.083814452219329
olate,3.848128743055069,4.083575525862723
alure,3.7868937999009367,4.083132896674799
train,3.8131528662791894,4.082388026731458
sable,3.9597113903928554,4.082260918535682
urate,3.8152039095151364,4.081609618828287
peasy,3.901865699518198,4.0814694577907735
ronte,4.098650773199025,4.081355662249159
sidle,3.945380462425769,4.0812641134878
snarl,3.7495061674673824,4.081010868328367
solde,4.071436144946143,4.079929966002366
alter,3.873486099519902,4.079592429821128
artel,3.8751924275219194,4.079255467044779
route,4.011185959600061,4.078754177189631
caste,3.9823703709939595,4.078493684850996
truce,3.630650372666638,4.077271046060195
drice,3.682924731244548,4.07724797503394
cried,3.884449800444737,4.076328723293281
spite,3.832462204151122,4.076087377766088
scote,3.807309701671513,4.075303408311777
satin,4.003270530889285,4.075175733708729
space,3.672947901313285,4.075093228986456
tiler,4.031414546923091,4.075040245153731
place,3.6941769372664086,4.074829720158103
orant,3.715847686797568,4.0747186533178
sadly,3.9283689506126764,4.074430707580607
stray,3.8923115300581443,4.0743123237963275
tansy,3.924861312229627,4.073818115725403
ruote,3.963885144422982,4.073663210202762
tride,3.8173708371823305,4.073658035500939
dairy,3.9336718714612937,4.073521029951433
blore,3.7740042296714433,4.07333172640977
palet,4.087374660670253,4.072857763213887
trape,3.8142122506822616,4.072534732152102
loner,4.087925718600223,4.072279356499309
cruel,3.741603688800279,4.07203745114557
roset,4.078575572236136,4.071768263844439
biose,3.8777307298096884,4.071731729830651
borne,4.016560743471839,4.071438456420011
daisy,3.889670857208573,4.071193559639619
snail,3.7842667270288537,4.0707382343619605
dorse,4.027746725562463,4.0705491425092895
oriel,3.863323923745022,4.070316589387514
anise,3.7776047811700826,4.0700401624252045
porte,4.122483111036008,4.069073519632907
salut,3.9257495579657204,4.06818556138486
curse,3.8584530625953555,4.0678578600861925
cosie,3.98898389588805,4.067826445204814
daily,3.9143511881023523,4.067587147110437
thine,3.7116410589191657,4.06746378377313
boaty,3.928409296967014,4.067185879415048
daint,3.8620804673504825,4.067161524942726
print,3.7214101838467437,4.066966996392813
loure,3.9412905970998757,4.066924221057229
citer,3.915046866906807,4.066807770418389
anile,3.8022851120638617,4.0664337498960235
seron,4.036109709747661,4.066366331756841
slake,3.8532021648354378,4.066031236441992
solan,4.079087118711453,4.066002499584648
frise,3.655949867261458,4.065811357826103
shute,3.761002533603564,4.0656517841693915
rance,3.921602049815121,4.065080495067891
canst,3.809786776038064,4.0649781449391424
stade,3.805491087767629,4.064951316092502
triol,3.7371423089908227,4.064902924149099
beast,3.7832132544740973,4.064845680867509
louse,3.897289582847155,4.064596750745415
soave,3.851623850824086,4.063622230895297
crame,3.73953187909131,4.063373967767733
cairn,3.8541620488201978,4.063347202365348
point,3.8846688039039243,4.062963826074753
sober,4.015974022960915,4.0628270297072575
crape,3.7442577932736283,4.0625054625392805
atone,3.7648997728042857,4.062447455407405
trode,3.817134868985815,4.061252152350603
shade,3.78820869528142,4.061044624830502
ratel,4.0424670014760125,4.0609805674703345
those,3.6938754017978113,4.060279234146248
ahole,3.754768022287016,4.060155685139678
scart,3.6681714497145608,4.060059244692621
curie,3.9372146364095477,4.059912696431599
deary,3.9010500185252095,4.059873204918588
prost,3.7036445267253897,4.059782446765929
sural,3.983150700126637,4.059410607510143
chile,3.6488372434794725,4.059049435154582
scary,3.71329152849749,4.058869945866061
prosy,3.7487646055083195,4.058593147939369
beany,3.8458630221818657,4.058435048517495
urine,3.743051128973806,4.058385190911607
blite,3.7801588738430745,4.05801079318791
chine,3.641686601510532,4.057434514160309
thole,3.7185557326915903,4.056672821617067
louie,3.9760511566613475,4.056651587090823
naice,3.854449493145286,4.056430442355179
pause,3.9331405383914504,4.056071002169631
peaty,3.9517853897460338,4.056070111730392
stear,3.8199783193102395,4.055658870265333
larnt,3.9254805481565618,4.055240821254269
dealt,3.8366092563833387,4.055128620904153
pater,4.063733852263136,4.054858005627774
riley,4.0717620963055605,4.054737211005016
poney,4.123895980034649,4.054239439508584
anole,3.8020491438673463,4.054027866745687
shent,3.6670599038273606,4.053527578792693
scrae,3.9202252597735683,4.05341685917306
paler,4.110147074870785,4.053061210750294
goary,3.867624646718127,4.053055081178464
scaly,3.693970845138549,4.052936063025066
chore,3.667921958641898,4.05257743484524
scant,3.6417001243866793,4.052510440857353
shear,3.80269592682403,4.051752179003333
marse,4.06627744227718,4.051459153146158
alert,3.725341171427732,4.050830678761171
grant,3.632774622550135,4.050698746487815
coste,3.9601420123016933,4.050372262799023
aiery,3.9181887646016262,4.0503688536673055
chose,3.6239209443891776,4.0502499645334264
sorta,4.183112070097907,4.049174082509955
samel,4.066134370058075,4.048850320842686
salon,4.020678315138323,4.04880239955396
spart,3.6930879839976543,4.048437330996597
briny,3.6929978963685026,4.047964621816427
marle,4.090957773170959,4.047852740616976
cleat,3.7055667078919265,4.047790894464704
tries,4.316712216107915,4.046716431044939
plast,3.6703160056980573,4.045846351856429
certy,3.906628340384435,4.04526103508185
ceorl,3.7742991087578432,4.044384930877096
artsy,3.7155438011942232,4.044287125218349
poley,4.110266380760916,4.043547042335353
truly,3.6765898507749952,4.04349196640278
drily,3.7288642093529054,4.043468895376524
tousy,3.8151681399383968,4.043095208613902
spalt,3.673767300638713,4.0425034481556015
sloth,3.676211167873923,4.041905752552081
shoal,3.7486185819204585,4.041802711957378
flare,3.66638639229033,4.0417968500780805
rinse,3.959872708842793,4.0417412338468495
ruice,3.7648440305433275,4.041672504119857
grice,3.599343085955314,4.041501007859335
brosy,3.6752322392471486,4.040780072189544
artly,3.740224132088002,4.040680712689169
doilt,3.847002750627156,4.0406550238850265
plant,3.687845694622896,4.0406250183329755
starn,3.7267497780646837,4.04055150083582
laser,4.059599658603863,4.040536360928222
frite,3.7058695574892937,4.040412011765721
rioty,3.92343863133798,4.040380800230591
doily,3.892122829410086,4.039465725058466
earst,3.871147393864037,4.03922768980874
sarod,4.114652855178528,4.0391868634637005
canty,3.904826545048829,4.0383895000522
sined,4.13324079076252,4.038308546118069
crust,3.5368349836896527,4.038258408145701
beaty,3.878253023484863,4.038257035980567
urite,3.7754411302768034,4.0382071783746785
spait,3.7278485435591255,4.03816469703019
peisy,3.862102920279865,4.038067017337165
tared,4.1720972190152175,4.037984647139803
plait,3.7490775795122495,4.037901188201837
seria,4.161797680202112,4.037699421481264
clade,3.713851890549849,4.037286787828281
crusy,3.5819550624725824,4.037069109319141
cries,4.24675775869928,4.036687161432118
sharn,3.709467385578474,4.036644809573819
court,3.744094617999554,4.036582708139456
spiel,3.814092895617227,4.036486463231043
boney,4.050363613773479,4.03642636375876
morae,4.174442381305889,4.036137550244964
sured,4.11977548672379,4.035544154184487
trash,3.5932007614651296,4.035476944720818
cadet,3.895814582819603,4.035473230067749
baler,4.036614708609615,4.0352481350004705
slued,3.8980484627725915,4.034979587325848
stage,3.717183727198731,4.034918077049285
gorse,3.944165080273229,4.0348021753346845
danse,3.9757886567447063,4.034748764045158
potae,4.068727469137741,4.034455282032214
early,3.9409478035407455,4.034431978452998
hoary,3.8543260211486965,4.034346043943776
stied,3.9027617292003365,4.034248833044058
flane,3.639915066962449,4.034248046242812
moany,3.94103732470193,4.034041833102696
earnt,3.8886770827888757,4.0340063562852855
hoast,3.7652049281130466,4.033207872458523
gaily,3.830769542813118,4.031840179935832
spice,3.633185122074952,4.031690788532847
shorl,3.662226298452204,4.031330363118412
deair,3.9134629135042838,4.03099331731515
dater,4.018917157017427,4.030934282443774
slyer,3.800846980746784,4.030710177156299
blart,3.6407846536896065,4.030360746418419
shied,3.8854793367141274,4.030342141782057
stain,3.761510337626155,4.030278866869413
sloid,3.852402095716598,4.029986446843509
sieur,3.8752657199638385,4.029821810201975
drony,3.72147759918745,4.029448091231915
sited,4.0731979688811375,4.029412943822319
tolar,3.997048987402205,4.029196862013946
tripe,3.7744494714439285,4.0291322916984935
count,3.7176232926716724,4.029033904304188
stroy,3.8116743677927483,4.028990801713667
rhine,3.7296409437192377,4.028553495987383
blast,3.596783639436887,4.028033276106605
clear,3.728339122092459,4.027994342001112
bract,3.5207535160507337,4.027981759326428
cared,4.102142761606585,4.027955377526982
droit,3.737589405293873,4.027913559927337
smile,3.7958685209264686,4.027845896522594
siled,4.1196111914887865,4.027616148944839
bolet,3.991613935716816,4.02692326541209
prune,3.765183248566843,4.026731416912263
liney,4.021415009054223,4.02587283567365
sucre,3.8417888728317413,4.025823533327015
lance,3.8576253632900515,4.0255237225632925
crash,3.5232463040564954,4.025447675107998
goaty,3.8735433226932425,4.025328264806268
maist,3.8608531364480942,4.025171447051075
poler,4.087918716178519,4.024939788698322
poule,3.9355925105929632,4.024343167588476
snied,3.9327604582944566,4.024214323388067
bialy,3.8143115635045604,4.023965038483557
diary,3.862347917878964,4.023788273890378
coral,3.9432896163171653,4.023700408800666
morse,4.044049083584913,4.023337731094186
naily,3.9003889712536433,4.022651362697764
smore,3.8149532360888943,4.0213738962132535
aisle,3.9522110258432996,4.020663555002965
peony,3.8793966410081877,4.020439800663375
crime,3.699769099852977,4.019971527314125
doley,4.065449685515208,4.019623319151354
laide,3.95688101420678,4.019309226944507
platy,3.765355774708823,4.019257706969487
oater,4.018408575975626,4.019207222099154
cripe,3.7044950140352944,4.019103022085671
hairy,3.8367916006026292,4.01906502554214
tuner,3.9573924146480697,4.019046449877276
ploce,3.65417818983156,4.019021396554159
parly,3.9913738657604605,4.019019272794225
salep,4.039025376107361,4.018792503428188
sandy,3.979195858278387,4.0187751828057126
cutey,3.8497427999404508,4.018728831605736
culet,3.851035943765171,4.018121335554817
morne,4.061578772509752,4.018116397570731
slipt,3.67432061164305,4.017989465598786
shoed,3.885243368517611,4.017936258631721
boner,4.028015949191081,4.017819110121728
slimy,3.714714776243661,4.017668672000679
norie,4.092546082527947,4.017668194442024
farse,3.8736428284233044,4.017438012059803
shame,3.7405614153606996,4.01738738625651
trady,3.7290353717869085,4.01709187353269
trope,3.774213503247413,4.016726408548157
shape,3.745287329543018,4.016518881028057
taish,3.7389249609762425,4.016192756001123
rhone,3.7294049755227228,4.016147612837047
horse,3.930866454703799,4.016093138099998
deist,3.772166146251226,4.0153325929797266
glace,3.565778596731467,4.015159029799499
farle,3.8983231593170835,4.013831599530622
haily,3.8174709172436883,4.013131142701146
toady,3.892293991844089,4.013088703214631
thrae,3.8567106501277024,4.01299333894715
cadre,3.859416689118752,4.012923027221603
groat,3.7056394839114226,4.012911575558103
haint,3.765200196491818,4.012705520533434
elint,3.597656853164848,4.012635283538141
grist,3.575482154386963,4.012517639557661
manet,4.072489922720728,4.012415025788013
loser,4.037371299911598,4.0124149388762484
doner,4.056731620206544,4.011708462687553
borel,4.030581436240942,4.011659529348037
birse,3.9101726804186043,4.011646015480773
snide,3.7957270376234162,4.011514365982903
crout,3.5792654659044922,4.011357056068302
sutor,3.8399052289299975,4.011353063905423
grisy,3.6206022331698926,4.0113283407311
solah,3.9378965877115837,4.011146253919416
brule,3.6988015242746117,4.010533262156712
claes,4.213193269475433,4.010345183372282
bouse,3.8373798134380137,4.010136504367834
chart,3.534702382660061,4.0096064548538894
ranty,3.9927808872575348,4.0095084818792746
oracy,3.5940806848073246,4.0089547527210705
chary,3.5798224614429914,4.0084171560273285
birle,3.934853011312383,4.008039602951593
druse,3.7028368643962954,4.008029027251718
aloed,3.9170533107901013,4.007690554764933
crome,3.6995331316564615,4.007565644163789
sware,3.7103564534754563,4.0075534194482
liner,3.9990673444718263,4.007265582036618
paren,4.133584500885799,4.007100150001296
mealy,3.898031693188719,4.006727910662488
heart,3.759049668883616,4.006606499335856
clied,3.811122531982557,4.006584304779837
boule,3.8620601443317923,4.006530091838652
carol,3.8848808127440355,4.0065003087699775
meant,3.8457609724368487,4.006302288494776
smite,3.8211078802605254,4.006052962991394
roust,3.7880479459555394,4.005374219654716
reoil,3.8970140105280215,4.0052312787377655
meany,3.890881051219779,4.005112989668215
spirt,3.6533252047593203,4.005034890542988
bonie,4.00360620085117,4.004792825772769
slopy,3.719204722229464,4.00439428362189
heast,3.7150486546308956,4.004279029024042
douse,3.866095484453476,4.004025856933659
wrate,3.6997535821529346,4.00401610011072
spiry,3.6984452835422506,4.003845591716428
phare,3.7455209586124125,4.003300797143906
coady,3.8223395344354554,4.00305943360181
ploat,3.760710555984184,4.0028378474032635
doter,3.9966887983251604,4.002812860391802
cadie,3.8941772486802235,4.002650393255198
matey,4.057567179622275,4.0023301246657015
saree,4.003253056606251,4.002194818690734
chant,3.5082310573321793,4.002057651018621
solei,4.181067468515858,4.00162487075382
swale,3.6910357701165153,4.001619536607206
pricy,3.599643181856501,4.001203095796083
flier,3.6857939209533805,4.001148060007025
phase,3.701519944359692,4.000973326832091
cuter,3.8273951353580538,4.000121577968704
irony,3.6612930366530057,3.99996018194196
brail,3.700023955453629,3.9999545972120707
cored,4.079914402914318,3.9998339554750095
prest,3.686100931168798,3.99965053252209
barny,3.9106908575303496,3.9995912760501273
spilt,3.6340045214003793,3.999101007701993
liter,3.9390245225904437,3.9983699797408665
samen,4.073376709749496,3.998356443694147
tares,4.534405177269761,3.99834308527864
noisy,3.8534802816675984,3.9981363531749716
slave,3.615037962304724,3.997880982699912
suona,3.9417700125088437,3.9977378424843826
chiel,3.655707294279634,3.9976555870883352
claut,3.5459369448771603,3.9974209611588023
party,4.016613225094518,3.9972263392630234
moist,3.838624777755828,3.997050024999102
spiny,3.6719739582143687,3.9962967878811595
litre,3.87985421468906,3.995616329358314
singe,3.907900009522581,3.9955753496696884
poset,4.028221482563095,3.995564320712085
arish,3.589650271822222,3.9955573677898206
targe,3.946756437775279,3.995251450691422
gater,3.9353355117281925,3.9951873152691695
prial,3.78542526638325,3.9951102153136584
pearl,3.851898108728358,3.995108293175761
noily,3.878160612561377,3.9945299406457915
poesy,3.8944796300089086,3.9944580633774702
prent,3.7036306200936364,3.994429198998636
posey,4.073341561346024,3.9943750218855243
drail,3.7287396264690917,3.9938439497778955
panel,4.052155733684356,3.993672226633731
smote,3.82087191206401,3.9936470798410575
clame,3.666204610629129,3.993629549254288
seton,3.9018804603562556,3.9935489289449864
caneh,3.880607289840243,3.9934070651252416
talcy,3.76187432110756,3.9933297832585506
surge,3.8944347054838504,3.9928109577361064
sport,3.6530892365628054,3.992629007392652
fairy,3.757339615629869,3.992288477449974
santo,4.052381338927989,3.992101576715622
savey,3.8927601881856795,3.9910361790078657
renay,4.000869862576257,3.9906573816039823
hoist,3.7254421488747136,3.989805432004915
porny,3.9619948650992542,3.989282929747979
piney,4.035037605906253,3.9892256650458924
pance,3.871247960142081,3.9888765519355367
deity,3.8672059152619918,3.9887439480927833
brute,3.724040883608669,3.988740328625511
rouen,4.000058990757587,3.988659385506047
cares,4.464450719861127,3.988313815665818
dolie,4.018692272592899,3.9879897811653637
coder,3.896358638327869,3.9875552555521843
manse,3.9920910147671567,3.9875373526300546
glary,3.6310387581987653,3.9873138329830775
cutie,3.8029853870181416,3.9870952936197455
shunt,3.5553942088838815,3.9870504931110236
sapor,3.8978138585809683,3.9868993609898897
baser,3.9996898891947223,3.98607611455064
flore,3.6263876448554817,3.985988526474136
faint,3.6857482115190576,3.9859289724412665
taper,3.955258222417658,3.9856971446659926
steal,3.7483573788500766,3.985577488975539
bloat,3.6871781897230136,3.985024771653439
meaty,3.923271052522776,3.984934977131287
patel,3.9921129118029723,3.9847766243379796
waite,3.845477781664048,3.984731911391024
blist,3.557020860198553,3.9846308356529963
piony,3.8406945403619424,3.9843548696351645
mater,4.035219515039877,3.98372287102867
super,3.902936490126229,3.9832566517106764
toran,4.0204864134172205,3.9832358012649483
money,4.095381642811391,3.9831043049094808
